airline_code,airline_id,source_airport,source_id,destination_airport,destination_id,avg_ticket_price,monthly_passengers,monthly_revenue,operating_cost,profit
3H,\N,YKG,5481,YVP,154,13590,2701,36706590,23859283.5,12847306.5
3H,\N,YKL,80,YQB,111,10850,2122,23023700,14965405.0,8058295.0
3H,\N,YKL,80,YVP,154,7203,6826,49167678,31958990.7,17208687.3
3H,\N,YKL,80,YWK,161,20054,5277,105824958,68786222.7,37038735.3
3H,\N,YKL,80,YZV,202,20730,3789,78545970,51054880.5,27491089.5
3H,\N,YPH,5520,YPX,6727,14979,15693,235065447,152792540.55,82272906.44999999
3H,\N,YPH,5520,YUD,5515,24039,16710,401691690,261099598.5,140592091.5
3H,\N,YPH,5520,YVP,154,11826,19896,235290096,152938562.4,82351533.6
3H,\N,YPJ,5508,YKG,5481,11677,18838,219971326,142981361.9,76989964.1
3H,\N,YPJ,5508,YTQ,6728,17005,12394,210759970,136993980.5,73765989.5
3H,\N,YPJ,5508,YVP,154,6110,1691,10332010,6715806.5,3616203.5
3H,\N,YPX,6727,AKV,5506,14448,3905,56419440,36672636.0,19746804.0
3H,\N,YPX,6727,YGL,62,16100,10715,172511500,112132475.0,60379025.0
3H,\N,YPX,6727,YPH,5520,10193,17954,183005122,118953329.3,64051792.7
3H,\N,YPX,6727,YVP,154,20687,7081,146484647,95215020.55,51269626.45
3H,\N,YQB,111,YKL,80,3008,14994,45101952,29316268.8,15785683.2
3H,\N,YQB,111,YUL,146,14436,3812,55030032,35769520.800000004,19260511.199999996
3H,\N,YQC,5499,YKG,5481,13263,1912,25358856,16483256.4,8875599.6
3H,\N,YQC,5499,YWB,7253,19608,13945,273433560,177731814.0,95701746.0
3H,\N,YSK,5529,YGW,5496,9006,16833,151597998,98538698.7,53059299.3
3H,\N,YSK,5529,YUD,5515,19155,15996,306403380,199162197.0,107241183.0
3H,\N,YTQ,6728,YPJ,5508,8824,13225,116697400,75853310.0,40844090.0
3H,\N,YTQ,6728,YVP,154,14721,15836,233121756,151529141.4,81592614.6
3H,\N,YUD,5515,YGW,5496,23497,9153,215068041,139794226.65,75273814.35
3H,\N,YUD,5515,YPH,5520,23680,2828,66967040,43528576.0,23438464.0
3H,\N,YUD,5515,YSK,5529,11924,17930,213797320,138968258.0,74829062.0
3H,\N,YUL,146,YGL,62,19235,19393,373024355,242465830.75,130558524.25
3H,\N,YUL,146,YGW,5496,8685,10364,90011340,58507371.0,31503969.0
3H,\N,YUL,146,YQB,111,11550,7467,86243850,56058502.5,30185347.5
3H,\N,YUL,146,YUY,149,6453,15340,98989020,64342863.0,34646157.0
3H,\N,YUY,149,YGW,5496,16286,16807,273718802,177917221.3,95801580.69999999
3H,\N,YUY,149,YUL,146,13988,11036,154371568,100341519.2,54030048.8
3H,\N,YVP,154,XGR,5512,4884,12946,63228264,41098371.6,22129892.4
3H,\N,YVP,154,YGW,5496,7109,17930,127464370,82851840.5,44612529.5
3H,\N,YVP,154,YKG,5481,6954,3419,23775726,15454221.9,8321504.1
3H,\N,YVP,154,YKL,80,18414,14619,269194266,174976272.9,94217993.1
3H,\N,YVP,154,YPH,5520,9425,7745,72996625,47447806.25,25548818.75
3H,\N,YVP,154,YPJ,5508,8943,5524,49401132,32110735.8,17290396.2
3H,\N,YVP,154,YPX,6727,21489,6311,135617079,88151101.35000001,47465977.64999999
3H,\N,YVP,154,YTQ,6728,24404,1906,46514024,30234115.6,16279908.399999999
3H,\N,YWB,7253,YQC,5499,22660,10095,228752700,148689255.0,80063445.0
3H,\N,YWB,7253,YZG,5535,8956,11470,102725320,66771458.0,35953862.0
3H,\N,YWK,161,YKL,80,21159,9339,197603901,128442535.65,69161365.35
3H,\N,YWK,161,YZV,202,12641,17285,218499685,142024795.25,76474889.75
3H,\N,YZG,5535,YIK,5504,24551,13860,340276860,221179959.0,119096901.0
3H,\N,YZG,5535,YWB,7253,14647,16007,234454529,152395443.85,82059085.15
3H,\N,YZV,202,YKL,80,6423,13378,85926894,55852481.1,30074412.9
3H,\N,YZV,202,YWK,161,13224,3411,45107064,29319591.6,15787472.399999999
3J,5521,JIB,4119,DXB,2188,7480,6761,50572280,32871982.0,17700298.0
3J,5521,JIB,4119,JED,2072,3571,8516,30410636,19766913.400000002,10643722.599999998
3J,5521,JIB,4119,MGQ,5687,20294,10670,216536980,140749037.0,75787943.0
3J,5521,MGQ,5687,NBO,4059,3255,9462,30798810,20019226.5,10779583.5
3J,5521,NBO,4059,MGQ,5687,11900,15767,187627300,121957745.0,65669555.0
3K,3021,BKK,3885,SIN,3316,13723,2985,40963155,26626050.75,14337104.25
3K,3021,DRW,3999,SIN,3316,8063,7120,57408560,37315564.0,20092996.0
3K,3021,HAK,4120,SIN,3316,3419,6051,20688369,13447439.85,7240929.15
3K,3021,HGH,3386,SIN,3316,8728,12707,110906696,72089352.4,38817343.599999994
3K,3021,HKG,3077,SIN,3316,7877,5517,43457409,28247315.85,15210093.149999999
3K,3021,HKT,3179,SIN,3316,3603,6023,21700869,14105564.85,7595304.15
3K,3021,KIX,3992,MNL,2397,14036,19094,268003384,174202199.6,93801184.4
3K,3021,KIX,3992,TPE,2276,4202,15002,63038404,40974962.6,22063441.4
3K,3021,KUL,3304,SIN,3316,3914,15395,60256030,39166419.5,21089610.5
3K,3021,MNL,2397,KIX,3992,22601,6140,138770140,90200591.0,48569549.0
3K,3021,MNL,2397,SIN,3316,12848,12317,158248816,102861730.4,55387085.599999994
3K,3021,PEN,3308,SIN,3316,21349,1710,36506790,23729413.5,12777376.5
3K,3021,PER,3351,SIN,3316,8370,3003,25135110,16337821.5,8797288.5
3K,3021,PNH,3034,SIN,3316,22147,784,17363248,11286111.200000001,6077136.799999999
3K,3021,REP,3035,SIN,3316,8774,4319,37894906,24631688.900000002,13263217.099999998
3K,3021,RGN,3239,SIN,3316,16111,9829,158355019,102930762.35000001,55424256.64999999
3K,3021,SGN,3205,SIN,3316,17192,15832,272183744,176919433.6,95264310.4
3K,3021,SIN,3316,BKK,3885,11776,2328,27414528,17819443.2,9595084.8
3K,3021,SIN,3316,DRW,3999,9547,15608,149009576,96856224.4,52153351.599999994
3K,3021,SIN,3316,HAK,4120,21352,12577,268544104,174553667.6,93990436.4
3K,3021,SIN,3316,HGH,3386,18288,8516,155740608,101231395.2,54509212.8
3K,3021,SIN,3316,HKG,3077,3060,10160,31089600,20208240.0,10881360.0
3K,3021,SIN,3316,HKT,3179,18402,13495,248334990,161417743.5,86917246.5
3K,3021,SIN,3316,KUL,3304,18972,14109,267675948,173989366.20000002,93686581.79999998
3K,3021,SIN,3316,MNL,2397,11204,14334,160598136,104388788.4,56209347.599999994
3K,3021,SIN,3316,PEN,3308,3751,15292,57360292,37284189.800000004,20076102.199999996
3K,3021,SIN,3316,PER,3351,14722,12425,182920850,118898552.5,64022297.5
3K,3021,SIN,3316,PNH,3034,19851,8150,161785650,105160672.5,56624977.5
3K,3021,SIN,3316,REP,3035,15169,17916,271767804,176649072.6,95118731.4
3K,3021,SIN,3316,RGN,3239,19384,16880,327201920,212681248.0,114520672.0
3K,3021,SIN,3316,SGN,3205,15455,8471,130919305,85097548.25,45821756.75
3K,3021,SIN,3316,SWA,4302,15251,9926,151381426,98397926.9,52983499.099999994
3K,3021,SIN,3316,TPE,2276,16285,17923,291876055,189719435.75,102156619.25
3K,3021,SWA,4302,SIN,3316,8081,13364,107994484,70196414.60000001,37798069.39999999
3K,3021,TPE,2276,KIX,3992,13582,10383,141021906,91664238.9,49357667.099999994
3K,3021,TPE,2276,SIN,3316,22199,9998,221945602,144264641.3,77680960.69999999
3L,2916,ACH,1679,EBA,1558,20938,6997,146503186,95227070.9,51276115.099999994
3L,2916,DRS,338,ZRH,1678,23028,12424,286099872,185964916.8,100134955.19999999
3L,2916,DUS,345,FDH,382,6758,8457,57152406,37149063.9,20003342.1
3L,2916,EBA,1558,ACH,1679,12542,17332,217377944,141295663.6,76082280.4
3L,2916,EBA,1558,FDH,382,16702,18372,306849144,199451943.6,107397200.4
3L,2916,EBA,1558,MUC,346,24029,1926,46279854,30081905.1,16197948.899999999
3L,2916,EBA,1558,ZRH,1678,21554,15004,323396216,210207540.4,113188675.6
3L,2916,FDH,382,DUS,345,6465,15980,103310700,67151955.0,36158745.0
3L,2916,FDH,382,EBA,1558,20746,18479,383365334,249187467.1,134177866.9
3L,2916,FDH,382,HAM,342,10074,6187,62327838,40513094.7,21814743.299999997
3L,2916,FDH,382,OLB,1520,10026,3963,39733038,25826474.7,13906563.3
3L,2916,FDH,382,TXL,351,18566,18393,341484438,221964884.70000002,119519553.29999998
3L,2916,FDH,382,ZAD,1209,12457,2715,33820755,21983490.75,11837264.25
3L,2916,FMM,3986,NAP,1561,24878,8510,211711780,137612657.0,74099123.0
3L,2916,GRZ,1609,ZRH,1678,17579,2148,37759692,24543799.8,13215892.2
3L,2916,HAM,342,FDH,382,17665,6020,106343300,69123145.0,37220155.0
3L,2916,MUC,346,EBA,1558,9786,18656,182567616,118668950.4,63898665.599999994
3L,2916,NAP,1561,FMM,3986,14573,1774,25852502,16804126.3,9048375.7
3L,2916,OLB,1520,FDH,382,9070,2745,24897150,16183147.5,8714002.5
3L,2916,SZG,1612,ZRH,1678,16518,11557,190898526,124084041.9,66814484.099999994
3L,2916,TXL,351,FDH,382,22969,11941,274272829,178277338.85,95995490.15
3L,2916,ZAD,1209,FDH,382,22444,18855,423181620,275068053.0,148113567.0
3L,2916,ZRH,1678,DRS,338,11959,1368,16359912,10633942.8,5725969.199999999
3L,2916,ZRH,1678,EBA,1558,16997,5964,101370108,65890570.2,35479537.8
3L,2916,ZRH,1678,GRZ,1609,19296,7329,141420384,91923249.60000001,49497134.39999999
3L,2916,ZRH,1678,SZG,1612,23541,17478,411449598,267442238.70000002,144007359.29999998
3M,20710,ATL,3682,LWB,6958,6596,524,3456304,2246597.6,1209706.4
3M,20710,ATL,3682,MCN,3754,7930,13620,108006600,70204290.0,37802310.0
3M,20710,ATL,3682,MEI,4335,11364,5472,62183808,40419475.2,21764332.799999997
3M,20710,ATL,3682,MSL,5756,8987,7141,64176167,41714508.550000004,22461658.449999996
3M,20710,ATL,3682,PIB,5759,14445,10624,153463680,99751392.0,53712288.0
3M,20710,ATL,3682,TUP,5773,14257,19728,281262096,182820362.4,98441733.6
3M,20710,BIM,1937,FLL,3533,20003,18307,366194921,238026698.65,128168222.35
3M,20710,ELH,1943,FLL,3533,19438,6517,126677446,82340339.9,44337106.099999994
3M,20710,ELH,1943,PBI,3722,9937,5470,54355390,35331003.5,19024386.5
3M,20710,EYW,3875,FLL,3533,3041,14231,43276471,28129706.150000002,15146764.849999998
3M,20710,EYW,3875,RSW,3793,11229,13085,146931465,95505452.25,51426012.75
3M,20710,EYW,3875,TPA,3646,21085,17559,370231515,240650484.75,129581030.25
3M,20710,FLL,3533,BIM,1937,20663,2051,42379813,27546878.45,14832934.55
3M,20710,FLL,3533,ELH,1943,8122,15857,128790554,83713860.10000001,45076693.89999999
3M,20710,FLL,3533,EYW,3875,14500,9318,135111000,87822150.0,47288850.0
3M,20710,FLL,3533,FPO,1948,9666,15077,145734282,94727283.3,51006998.7
3M,20710,FLL,3533,GGT,1941,9599,11712,112423488,73075267.2,39348220.8
3M,20710,FLL,3533,GHB,1944,16956,4705,79777980,51855687.0,27922293.0
3M,20710,FLL,3533,MCO,3878,5339,13138,70143782,45593458.300000004,24550323.699999996
3M,20710,FLL,3533,MHH,1930,20321,19233,390833793,254041965.45000002,136791827.54999998
3M,20710,FLL,3533,TCB,1934,15282,8605,131501610,85476046.5,46025563.5
3M,20710,FLL,3533,TPA,3646,9084,11715,106419060,69172389.0,37246671.0
3M,20710,FPO,1948,FLL,3533,7781,16154,125694274,81701278.10000001,43992995.89999999
3M,20710,GGT,1941,FLL,3533,20393,10699,218184707,141820059.55,76364647.44999999
3M,20710,GGT,1941,GHB,1944,5913,11830,69950790,45468013.5,24482776.5
3M,20710,GHB,1944,FLL,3533,23739,12983,308203437,200332234.05,107871202.94999999
3M,20710,GLH,6130,TUP,5773,4702,8633,40592366,26385037.900000002,14207328.099999998
3M,20710,GNV,3472,MCO,3878,18738,12525,234693450,152550742.5,82142707.5
3M,20710,GNV,3472,TPA,3646,7671,8579,65809509,42776180.85,23033328.15
3M,20710,JAX,3712,MHH,1930,21748,18727,407274796,264728617.4,142546178.6
3M,20710,JAX,3712,TPA,3646,15046,5977,89929942,58454462.300000004,31475479.699999996
3M,20710,LWB,6958,ATL,3682,24809,8619,213828771,138988701.15,74840069.85
3M,20710,MCN,3754,ATL,3682,15211,6879,104636469,68013704.85000001,36622764.14999999
3M,20710,MCN,3754,MCO,3878,18868,9439,178095052,115761783.8,62333268.2
3M,20710,MCO,3878,FLL,3533,9690,18536,179613840,116748996.0,62864844.0
3M,20710,MCO,3878,GNV,3472,12850,16151,207540350,134901227.5,72639122.5
3M,20710,MCO,3878,MCN,3754,24772,4842,119946024,77964915.60000001,41981108.39999999
3M,20710,MCO,3878,MHH,1930,12344,11757,145128408,94333465.2,50794942.8
3M,20710,MCO,3878,PNS,3564,20964,13438,281714232,183114250.8,98599981.19999999
3M,20710,MCO,3878,RSW,3793,17487,15229,266309523,173101189.95000002,93208333.04999998
3M,20710,MCO,3878,TLH,3698,5534,10761,59551374,38708393.1,20842980.9
3M,20710,MEI,4335,ATL,3682,23622,3728,88062816,57240830.4,30821985.6
3M,20710,MHH,1930,FLL,3533,4037,19737,79678269,51790874.85,27887394.15
3M,20710,MHH,1930,JAX,3712,14547,9870,143578890,93326278.5,50252611.5
3M,20710,MHH,1930,MCO,3878,21090,11242,237093780,154110957.0,82982823.0
3M,20710,MHH,1930,PBI,3722,24206,10303,249394418,162106371.70000002,87288046.29999998
3M,20710,MSL,5756,ATL,3682,22523,3046,68605058,44593287.7,24011770.299999997
3M,20710,PBI,3722,ELH,1943,8054,4513,36347702,23626006.3,12721695.7
3M,20710,PBI,3722,MHH,1930,16242,7821,127028682,82568643.3,44460038.7
3M,20710,PBI,3722,TPA,3646,3775,8331,31449525,20442191.25,11007333.75
3M,20710,PIB,5759,ATL,3682,8916,16241,144804756,94123091.4,50681664.599999994
3M,20710,PNS,3564,MCO,3878,13758,12840,176652720,114824268.0,61828452.0
3M,20710,PNS,3564,TPA,3646,4611,18761,86506971,56229531.15,30277439.85
3M,20710,RSW,3793,EYW,3875,18206,2472,45005232,29253400.8,15751831.2
3M,20710,RSW,3793,MCO,3878,6660,16329,108751140,70688241.0,38062899.0
3M,20710,TCB,1934,FLL,3533,10049,17593,176792057,114914837.05,61877219.95
3M,20710,TLH,3698,MCO,3878,24274,16721,405885554,263825610.10000002,142059943.89999998
3M,20710,TLH,3698,TPA,3646,13371,11022,147375162,95793855.3,51581306.7
3M,20710,TPA,3646,EYW,3875,21093,11984,252778512,164306032.8,88472479.19999999
3M,20710,TPA,3646,FLL,3533,12782,16157,206518774,134237203.1,72281570.9
3M,20710,TPA,3646,GNV,3472,16950,5579,94564050,61466632.5,33097417.5
3M,20710,TPA,3646,JAX,3712,7179,5378,38608662,25095630.3,13513031.7
3M,20710,TPA,3646,PBI,3722,19729,6814,134433406,87381713.9,47051692.099999994
3M,20710,TPA,3646,PNS,3564,3698,5556,20546088,13354957.200000001,7191130.799999999
3M,20710,TPA,3646,TLH,3698,16351,13527,221179977,143766985.05,77412991.94999999
3M,20710,TUP,5773,ATL,3682,9544,14239,135897016,88333060.4,47563955.599999994
3M,20710,TUP,5773,GLH,6130,16542,18539,306672138,199336889.70000002,107335248.29999998
3O,9818,AMS,580,NDR,5673,23743,9329,221498447,143973990.55,77524456.44999999
3O,9818,AMS,580,TNG,1080,6658,17505,116548290,75756388.5,40791901.5
3O,9818,BCN,1218,CMN,1074,21602,2345,50656690,32926848.5,17729841.5
3O,9818,BCN,1218,NDR,5673,6557,3560,23342920,15172898.0,8170022.0
3O,9818,BCN,1218,TNG,1080,23501,14479,340270979,221176136.35,119094842.65
3O,9818,BGY,1525,CMN,1074,8118,5399,43829082,28488903.3,15340178.7
3O,9818,BLQ,1538,CMN,1074,17912,1007,18037384,11724299.6,6313084.4
3O,9818,BRU,302,CMN,1074,13601,4567,62115767,40375248.550000004,21740518.449999996
3O,9818,BRU,302,NDR,5673,15983,865,13825295,8986441.75,4838853.25
3O,9818,BRU,302,TNG,1080,17109,5740,98205660,63833679.0,34371981.0
3O,9818,CGN,344,NDR,5673,13195,2815,37143925,24143551.25,13000373.75
3O,9818,CMN,1074,BCN,1218,21992,12594,276967248,180028711.20000002,96938536.79999998
3O,9818,CMN,1074,BGY,1525,16126,19143,308700018,200655011.70000002,108045006.29999998
3O,9818,CMN,1074,BLQ,1538,24138,1473,35555274,23110928.1,12444345.899999999
3O,9818,CMN,1074,BRU,302,18829,19063,358937227,233309197.55,125628029.44999999
3O,9818,CMN,1074,CUF,1534,18597,10895,202614315,131699304.75,70915010.25
3O,9818,CMN,1074,LGW,502,17982,19316,347340312,225771202.8,121569109.19999999
3O,9818,CMN,1074,LYS,1335,13447,12682,170534854,110847655.10000001,59687198.89999999
3O,9818,CMN,1074,MPL,1359,16447,3024,49735728,32328223.2,17407504.8
3O,9818,CMN,1074,SAW,4317,5600,17936,100441600,65287040.0,35154560.0
3O,9818,CMN,1074,TLS,1273,15018,9619,144458142,93897792.3,50560349.7
3O,9818,CMN,1074,TSF,1539,17942,5851,104978642,68236117.3,36742524.7
3O,9818,CUF,1534,CMN,1074,21129,1694,35792526,23265141.900000002,12527384.099999998
3O,9818,FEZ,1066,MPL,1359,16445,8475,139371375,90591393.75,48779981.25
3O,9818,LGW,502,CMN,1074,23301,17279,402617979,261701686.35,140916292.65
3O,9818,LGW,502,TNG,1080,12355,18699,231026145,150166994.25,80859150.75
3O,9818,LYS,1335,CMN,1074,21528,19443,418568904,272069787.6,146499116.39999998
3O,9818,MPL,1359,CMN,1074,10434,7091,73987494,48091871.1,25895622.9
3O,9818,MPL,1359,FEZ,1066,20837,18704,389735248,253327911.20000002,136407336.79999998
3O,9818,MPL,1359,NDR,5673,14404,2878,41454712,26945562.8,14509149.2
3O,9818,NDR,5673,AMS,580,17273,16115,278354395,180930356.75,97424038.25
3O,9818,NDR,5673,BCN,1218,8999,4302,38713698,25163903.7,13549794.3
3O,9818,NDR,5673,BRU,302,3988,8874,35389512,23003182.8,12386329.2
3O,9818,NDR,5673,CGN,344,23207,4773,110767011,71998557.15,38768453.849999994
3O,9818,NDR,5673,MPL,1359,21467,16723,358992641,233345216.65,125647424.35
3O,9818,NDR,5673,PMI,3998,4100,17868,73258800,47618220.0,25640580.0
3O,9818,PMI,3998,NDR,5673,4309,10617,45748653,29736624.45,16012028.55
3O,9818,SAW,4317,CMN,1074,23366,6883,160828178,104538315.7,56289862.3
3O,9818,TLS,1273,CMN,1074,15952,19837,316439824,205685885.6,110753938.4
3O,9818,TNG,1080,AMS,580,19139,19133,366186487,238021216.55,128165270.44999999
3O,9818,TNG,1080,BCN,1218,11220,829,9301380,6045897.0,3255483.0
3O,9818,TNG,1080,BRU,302,15018,10658,160061844,104040198.60000001,56021645.39999999
3O,9818,TNG,1080,LGW,502,24955,14849,370556795,240861916.75,129694878.25
3O,9818,TSF,1539,CMN,1074,13739,8600,118155400,76801010.0,41354390.0
3P,5002,AUA,2895,LSP,2844,12322,8301,102284922,66485199.300000004,35799722.699999996
3P,5002,AUA,2895,MAR,2848,8837,2625,23197125,15078131.25,8118993.75
3P,5002,BON,2896,CUR,2897,13863,14098,195440574,127036373.10000001,68404200.89999999
3P,5002,CUR,2897,AUA,2895,21950,12249,268865550,174762607.5,94102942.5
3P,5002,LSP,2844,AUA,2895,10613,12949,137427737,89328029.05,48099707.95
3P,5002,MAR,2848,AUA,2895,10890,16514,179837460,116894349.0,62943111.0
3R,3545,ASF,2966,DME,4029,21022,14895,313122690,203529748.5,109592941.5
3R,3545,ASF,2966,LED,2948,11333,19095,216403635,140662362.75,75741272.25
3R,3545,BHK,2980,DME,4029,20889,2143,44765127,29097332.55,15667794.45
3R,3545,DME,4029,ASF,2966,20013,11659,233331567,151665518.55,81666048.44999999
3R,3545,DME,4029,BHK,2980,16157,10861,175481177,114062765.05,61418411.95
3R,3545,DME,4029,EGO,6156,9147,12804,117118188,76126822.2,40991365.8
3R,3545,DME,4029,FEG,6149,18731,17102,320337562,208219415.3,112118146.69999999
3R,3545,DME,4029,KSQ,6153,9907,17830,176641810,114817176.5,61824633.5
3R,3545,DME,4029,NMA,6150,17549,17609,309020341,200863221.65,108157119.35
3R,3545,DME,4029,NVI,6485,7305,3513,25662465,16680602.25,8981862.75
3R,3545,DME,4029,SKD,2981,5070,1351,6849570,4452220.5,2397349.5
3R,3545,DME,4029,TIV,1743,22127,6495,143714865,93414662.25,50300202.75
3R,3545,EGO,6156,DME,4029,12446,10561,131442206,85437433.9,46004772.099999994
3R,3545,FEG,6149,DME,4029,20103,17265,347078295,225600891.75,121477403.25
3R,3545,KSQ,6153,DME,4029,10736,7916,84986176,55241014.4,29745161.6
3R,3545,LED,2948,ASF,2966,18252,6924,126376848,82144951.2,44231896.8
3R,3545,NMA,6150,DME,4029,20199,5246,105963954,68876570.10000001,37087383.89999999
3R,3545,NVI,6485,DME,4029,22037,15852,349330524,227064840.6,122265683.4
3R,3545,SKD,2981,DME,4029,11685,2851,33313935,21654057.75,11659877.25
3R,3545,TIV,1743,DME,4029,21831,14050,306725550,199371607.5,107353942.5
3S,11741,ANU,2874,PTP,2881,10955,13126,143795330,93466964.5,50328365.5
3S,11741,CAY,2774,FDF,2878,5744,8540,49053760,31884944.0,17168816.0
3S,11741,CUR,2897,SDQ,1762,19483,5400,105208200,68385330.0,36822870.0
3S,11741,DOM,2877,PTP,2881,7309,8532,62360388,40534252.2,21826135.799999997
3S,11741,DOM,2877,SXM,2899,5736,7304,41895744,27232233.6,14663510.399999999
3S,11741,FDF,2878,CAY,2774,18099,1826,33048774,21481703.1,11567070.899999999
3S,11741,FDF,2878,PTP,2881,21215,3887,82462705,53600758.25,28861946.75
3S,11741,FDF,2878,SDQ,1762,8704,13539,117843456,76598246.4,41245209.599999994
3S,11741,FDF,2878,SLU,2893,23671,4010,94920710,61698461.5,33222248.5
3S,11741,PTP,2881,ANU,2874,15397,16343,251633171,163561561.15,88071609.85
3S,11741,PTP,2881,DOM,2877,19930,7419,147860670,96109435.5,51751234.5
3S,11741,PTP,2881,FDF,2878,15293,13756,210370508,136740830.20000002,73629677.79999998
3S,11741,PTP,2881,SBH,6460,19029,3109,59161161,38454754.65,20706406.35
3S,11741,PTP,2881,SDQ,1762,12896,8781,113239776,73605854.4,39633921.599999994
3S,11741,PTP,2881,SFG,2879,10392,6967,72401064,47060691.6,25340372.4
3S,11741,PTP,2881,SXM,2899,15722,8535,134187270,87221725.5,46965544.5
3S,11741,SBH,6460,PTP,2881,12820,8860,113585200,73830380.0,39754820.0
3S,11741,SDQ,1762,PTP,2881,16812,3673,61750476,40137809.4,21612666.6
3S,11741,SDQ,1762,SXM,2899,11660,10065,117357900,76282635.0,41075265.0
3S,11741,SFG,2879,PTP,2881,8514,7213,61411482,39917463.300000004,21494018.699999996
3S,11741,SLU,2893,FDF,2878,5158,6881,35492198,23069928.7,12422269.3
3S,11741,SXM,2899,DOM,2877,3988,6509,25957892,16872629.8,9085262.2
3S,11741,SXM,2899,PTP,2881,13583,4514,61313662,39853880.300000004,21459781.699999996
3S,11741,SXM,2899,SDQ,1762,9773,5339,52178047,33915730.550000004,18262316.449999996
3U,4608,BHY,6351,XIY,3379,5471,2471,13518841,8787246.65,4731594.35
3U,4608,CAN,3370,CKG,3393,24623,12500,307787500,200061875.0,107725625.0
3U,4608,CAN,3370,CTU,3395,4878,18599,90725922,58971849.300000004,31754072.699999996
3U,4608,CAN,3370,SPN,2244,9913,7288,72245944,46959863.6,25286080.4
3U,4608,CGO,3375,CGQ,4380,18960,2634,49940640,32461416.0,17479224.0
3U,4608,CGO,3375,CKG,3393,6467,15094,97612898,63448383.7,34164514.3
3U,4608,CGO,3375,CTU,3395,3273,5626,18413898,11969033.700000001,6444864.299999999
3U,4608,CGO,3375,HGH,3386,5595,8591,48066645,31243319.25,16823325.75
3U,4608,CGO,3375,HRB,3400,16112,3934,63384608,41199995.2,22184612.799999997
3U,4608,CGO,3375,KMG,3382,7754,18866,146286964,95086526.60000001,51200437.39999999
3U,4608,CGO,3375,URC,3399,22862,10481,239616622,155750804.3,83865817.69999999
3U,4608,CGQ,4380,CGO,3375,10923,19130,208956990,135822043.5,73134946.5
3U,4608,CGQ,4380,NKG,3388,23411,5504,128854144,83755193.60000001,45098950.39999999
3U,4608,CGQ,4380,TNA,4108,14182,13319,188890058,122778537.7,66111520.3
3U,4608,CGQ,4380,TSN,3368,7286,9336,68022096,44214362.4,23807733.6
